permeability_100_100_0_0_0_0_0_0__real0
-0.492973
0.0946363
0.599044
0.75741
0.711373
0.659424
0.675677
0.665791
0.620267
0.605164
0.583703
0.472031
0.35127
0.264425
0.272131
0.292164
0.274197
0.259764
0.340741
0.322227
0.280499
0.226201
0.13352
0.00994522
-0.341511
-0.647136
-0.894852
-1.10623
-1.25096
-1.27573
-1.19544
-1.00181
-0.738396
-0.515234
-0.363722
-0.217128
-0.0652551
0.165809
0.470399
0.820497
1.08289
1.15569
1.0552
0.872548
0.808447
0.879857
1.06819
1.30382
1.43135
1.50763
1.46692
1.176
0.822198
0.727915
0.800801
0.91497
1.04405
1.00129
0.927681
0.657656
0.114253
-0.740691
-1.62818
-2.35803
-2.73957
-2.85213
-2.72379
-2.46996
-2.31743
-2.21728
-2.10727
-1.81372
-1.41727
-1.09719
-0.881813
-0.705088
-0.163118
0.522345
1.05272
1.28105
1.17165
0.927235
0.690528
0.529269
0.495583
0.420521
0.329832
0.182434
0.0796632
0.00942374
0.0294525
0.00373169
-0.0493474
-0.0837772
-0.020947
0.105639
-0.0078535
-0.236588
-0.423709
-0.412558
-0.385856
0.255277
0.753466
0.93404
0.877889
0.79245
0.785305
0.786339
0.713861
0.562514
0.431838
0.301006
0.0328456
0.0292514
0.186246
0.31388
0.311205
0.287281
0.350992
0.461057
0.402349
0.220704
0.00608324
-0.322682
-0.711249
-1.03038
-1.23731
-1.4552
-1.66758
-1.70707
-1.59159
-1.39331
-1.08253
-0.783887
-0.532707
-0.362376
-0.295085
-0.166207
0.116414
0.482683
0.781891
0.964716
0.957305
0.876227
0.825266
0.890605
1.08028
1.3111
1.44894
1.36737
1.30367
1.0387
0.813182
0.771241
0.785469
0.829644
0.814384
0.671522
0.463071
0.178838
-0.29447
-1.04868
-1.8564
-2.46162
-2.76025
-2.74402
-2.55837
-2.29709
-2.17181
-2.13944
-2.02094
-1.77497
-1.40123
-1.12206
-0.89684
-0.715294
-0.187096
0.503983
1.00543
1.14973
0.989455
0.716124
0.467173
0.312775
0.250902
0.279855
0.274699
0.205224
0.0573991
0.0114608
0.0524001
0.0386517
-0.0233389
-0.0519416
0.0246985
0.135654
0.0771268
-0.148351
-0.337277
-0.34748
-0.341238
0.326519
0.872634
1.07381
1.01865
0.893106
0.835521
0.855044
0.756122
0.534706
0.242399
0.0102915
-0.242072
-0.1369
0.140906
0.393683
0.453321
0.427527
0.42716
0.557277
0.56453
0.346586
-0.11582
-0.600236
-0.999386
-1.29604
-1.50929
-1.72672
-2.02892
-2.04434
-1.88203
-1.69739
-1.40556
-1.02253
-0.634384
-0.42528
-0.45666
-0.392773
-0.153682
0.182681
0.509876
0.766686
0.882287
0.890949
0.866624
0.924078
1.08011
1.26121
1.337
1.13673
1.01513
0.82091
0.625208
0.638048
0.61468
0.557002
0.396748
0.204992
-0.000381406
-0.317657
-0.705764
-1.30157
-1.95813
-2.45877
-2.63667
-2.5653
-2.31671
-2.02724
-1.9614
-2.00788
-1.98966
-1.78367
-1.4343
-1.21162
-1.03472
-0.772473
-0.253273
0.371158
0.838055
0.937341
0.768082
0.442838
0.206071
0.098757
0.0592127
0.138582
0.201045
0.139559
0.015545
-0.0039453
0.0958175
0.0584235
-0.0107717
-0.0445193
0.0183714
0.104401
-0.000840366
-0.17999
-0.314447
-0.316202
-0.383344
0.310833
0.934735
1.15893
1.08437
0.926794
0.835438
0.860326
0.766211
0.534839
0.133139
-0.204536
-0.4039
-0.241715
0.127012
0.461869
0.638955
0.631335
0.639534
0.713899
0.735216
0.38813
-0.139613
-0.82186
-1.23681
-1.54697
-1.72668
-1.93131
-2.19567
-2.1744
-2.02908
-1.91866
-1.6316
-1.1494
-0.649873
-0.423572
-0.483252
-0.509831
-0.32037
-0.036655
0.271747
0.585374
0.793535
0.833701
0.851118
0.925504
1.07246
1.17201
1.09606
0.826195
0.675078
0.530786
0.366865
0.425508
0.280358
0.10205
-0.156153
-0.376104
-0.489799
-0.705201
-1.0035
-1.42183
-1.94662
-2.33405
-2.42414
-2.30313
-2.06478
-1.80296
-1.74558
-1.89842
-1.98267
-1.84209
-1.5302
-1.369
-1.17652
-0.865551
-0.3807
0.174512
0.608686
0.65757
0.474944
0.16657
-0.0690977
-0.070789
-0.0282599
0.0982808
0.123178
0.0338772
-0.0619698
0.00306352
0.135045
0.116446
-0.0233431
-0.081661
-0.0542631
-0.0623204
-0.19235
-0.299014
-0.342902
-0.348037
-0.487988
0.210863
0.855685
1.14215
1.08604
0.927311
0.809772
0.836389
0.827775
0.599755
0.160295
-0.211598
-0.434058
-0.266607
0.09666
0.409803
0.782059
0.833638
0.859169
0.87177
0.775931
0.419339
-0.115765
-0.819445
-1.32642
-1.69413
-1.83025
-2.0225
-2.24791
-2.20434
-2.1127
-2.06342
-1.77771
-1.23033
-0.611538
-0.30364
-0.383223
-0.466269
-0.383044
-0.167936
0.158312
0.472792
0.686709
0.743815
0.770714
0.813148
0.954071
0.989254
0.797782
0.508828
0.32656
0.196762
0.150652
0.0699021
-0.186325
-0.454975
-0.822744
-0.988265
-0.948466
-1.01828
-1.22483
-1.51745
-1.81783
-2.08463
-2.1567
-2.03853
-1.84253
-1.5971
-1.59035
-1.81154
-2.00323
-1.93194
-1.73804
-1.54208
-1.31124
-1.00586
-0.558554
-0.0622379
0.301077
0.3148
0.16105
-0.11722
-0.277939
-0.279238
-0.126024
0.000771223
-0.0424339
-0.0880675
-0.0646682
0.0800928
0.209735
0.224985
0.0469585
-0.122286
-0.174366
-0.276533
-0.392211
-0.430624
-0.408428
-0.363039
-0.661108
0.0392739
0.695134
1.03719
1.08507
0.994524
0.907224
0.895692
0.916355
0.722424
0.32579
-0.0839318
-0.327445
-0.229317
0.00792197
0.305392
0.732497
0.992015
1.00255
0.903193
0.71231
0.419039
0.0245839
-0.633114
-1.22949
-1.63888
-1.79538
-1.97462
-2.18202
-2.19931
-2.15228
-2.12809
-1.83771
-1.24088
-0.560508
-0.222624
-0.227687
-0.389963
-0.396369
-0.222978
0.111407
0.377494
0.526707
0.577594
0.588502
0.61767
0.741211
0.733612
0.454883
0.212233
0.10951
0.0278338
-0.0779193
-0.358778
-0.698614
-1.0688
-1.47703
-1.56235
-1.36061
-1.23123
-1.34041
-1.49026
-1.60962
-1.82882
-1.86384
-1.78373
-1.61566
-1.42868
-1.44462
-1.66254
-1.93808
-2.0039
-1.9017
-1.69442
-1.44442
-1.12969
-0.73514
-0.332507
-0.00776829
-0.0225413
-0.167297
-0.392256
-0.488434
-0.464118
-0.325104
-0.226419
-0.32695
-0.273865
-0.0690116
0.145744
0.291989
0.366104
0.159297
-0.119862
-0.320485
-0.438928
-0.502024
-0.533843
-0.429696
-0.388281
-0.892443
-0.158204
0.525209
0.924393
1.01846
1.00342
0.991917
1.01695
1.09406
0.910703
0.531264
0.124443
-0.147808
-0.185015
0.00858282
0.300535
0.680535
0.962547
1.12166
0.908769
0.651924
0.512195
0.304295
-0.19845
-0.868877
-1.26252
-1.49168
-1.72793
-1.95495
-2.05991
-2.11303
-2.09444
-1.84257
-1.20183
-0.436651
-0.102823
-0.109529
-0.299185
-0.35254
-0.20514
0.0444698
0.253967
0.410561
0.405216
0.388911
0.362642
0.423752
0.325866
0.0424261
-0.105975
-0.0875126
-0.150914
-0.378105
-0.777311
-1.14407
-1.54887
-1.91776
-1.96711
-1.6065
-1.35985
-1.34548
-1.35886
-1.38707
-1.55343
-1.61252
-1.55176
-1.45532
-1.25363
-1.32863
-1.50314
-1.80022
-1.94302
-1.96973
-1.79027
-1.54054
-1.23039
-0.897603
-0.577452
-0.348567
-0.365968
-0.495378
-0.671169
-0.738577
-0.704383
-0.683455
-0.657631
-0.674779
-0.530075
-0.104877
0.163209
0.365839
0.478317
0.322464
-0.0243337
-0.353042
-0.447991
-0.548321
-0.54125
-0.455286
-0.337511
-1.07821
